id,pregunta,categoria,intencion,emocion_detectada,nivel_alerta,respuesta,recomendacion,pregunta_seguimiento,respuesta_final,tecnica_apoyo,contexto,requiere_derivacion,prioridad_atencion,accion_sistema
340,no tengo ganas de nada puedes ayudarme,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.","Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.",¿Desde cuándo te sientes así?,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.

Recomendación: Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.

¿Desde cuándo te sientes así?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
341,no tengo ganas de nada desde ayer,tristeza,apoyo_tristeza,TRISTE,MEDIA,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.",No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.,¿Quieres contarme qué fue lo más difícil de tu día?,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.

Recomendación: No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.

¿Quieres contarme qué fue lo más difícil de tu día?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
342,hoy no tengo ganas de nada desde ayer,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.","Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.",¿Qué necesitarías escuchar ahora mismo?,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.

Recomendación: Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.

¿Qué necesitarías escuchar ahora mismo?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
343,ultimamente no tengo ganas de nada desde ayer,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.","Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.",¿Hay alguien cercano con quien puedas hablar hoy?,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.

Recomendación: Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.

¿Hay alguien cercano con quien puedas hablar hoy?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
344,no tengo ganas de nada desde ayer y necesito ayuda,tristeza,apoyo_tristeza,TRISTE,MEDIA,Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.,"Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?",¿Esta tristeza aparece todo el día o por momentos?,"Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.

Recomendación: Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?

¿Esta tristeza aparece todo el día o por momentos?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
345,no tengo ganas de nada desde ayer puedes ayudarme,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.","Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.",¿Sabes qué pudo causar esta tristeza?,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.

Recomendación: Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.

¿Sabes qué pudo causar esta tristeza?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
346,no tengo ganas de nada y no se por que,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.",No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.,¿Quieres contarme qué fue lo más difícil de tu día?,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.

Recomendación: No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.

¿Quieres contarme qué fue lo más difícil de tu día?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
347,hoy no tengo ganas de nada y no se por que,tristeza,apoyo_tristeza,TRISTE,MEDIA,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.","Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.",¿Qué necesitarías escuchar ahora mismo?,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.

Recomendación: Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.

¿Qué necesitarías escuchar ahora mismo?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
348,ultimamente no tengo ganas de nada y no se por que,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.","Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.",¿Desde cuándo te sientes así?,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.

Recomendación: Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.

¿Desde cuándo te sientes así?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
349,no tengo ganas de nada y no se por que y necesito ayuda,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.","Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?",¿Esta tristeza aparece todo el día o por momentos?,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.

Recomendación: Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?

¿Esta tristeza aparece todo el día o por momentos?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
350,no tengo ganas de nada y no se por que puedes ayudarme,tristeza,apoyo_tristeza,TRISTE,MEDIA,Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.,"Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.",¿Sabes qué pudo causar esta tristeza?,"Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.

Recomendación: Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.

¿Sabes qué pudo causar esta tristeza?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
351,no tengo ganas de nada despues de clases,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.",No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.,¿Hay alguien cercano con quien puedas hablar hoy?,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.

Recomendación: No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.

¿Hay alguien cercano con quien puedas hablar hoy?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
352,hoy no tengo ganas de nada despues de clases,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.","Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.",¿Qué necesitarías escuchar ahora mismo?,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.

Recomendación: Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.

¿Qué necesitarías escuchar ahora mismo?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
353,ultimamente no tengo ganas de nada despues de clases,tristeza,apoyo_tristeza,TRISTE,MEDIA,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.","Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.",¿Desde cuándo te sientes así?,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.

Recomendación: Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.

¿Desde cuándo te sientes así?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
354,no tengo ganas de nada despues de clases y necesito ayuda,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.","Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.",¿Quieres contarme qué fue lo más difícil de tu día?,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.

Recomendación: Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.

¿Quieres contarme qué fue lo más difícil de tu día?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
355,no tengo ganas de nada despues de clases puedes ayudarme,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.","Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.",¿Sabes qué pudo causar esta tristeza?,"Lamento que te sientas así. Gracias por contármelo, no tienes que guardarlo todo por dentro.

Recomendación: Si esta tristeza se mantiene varios días, sería bueno hablar con el área de psicología.

¿Sabes qué pudo causar esta tristeza?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
356,no tengo ganas de nada en mi casa,tristeza,apoyo_tristeza,TRISTE,MEDIA,Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.,No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.,¿Hay alguien cercano con quien puedas hablar hoy?,"Siento que estés pasando por un momento triste. A veces hablarlo ayuda a que pese un poco menos.

Recomendación: No te obligues a estar bien de inmediato; empieza por cuidarte de forma simple.

¿Hay alguien cercano con quien puedas hablar hoy?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
357,hoy no tengo ganas de nada en mi casa,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.","Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.",¿Esta tristeza aparece todo el día o por momentos?,"Es válido sentir tristeza. No significa que seas débil, significa que algo dentro de ti necesita atención.

Recomendación: Haz algo mínimo que te conecte con el presente: ordenar tu cama, abrir una ventana o caminar un poco.

¿Esta tristeza aparece todo el día o por momentos?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
358,ultimamente no tengo ganas de nada en mi casa,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.","Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.",¿Desde cuándo te sientes así?,"Gracias por confiar. Podemos ir poco a poco, sin presionarte a sentirte bien de inmediato.

Recomendación: Intenta hacer una acción pequeña: lavarte la cara, tomar agua o salir a respirar unos minutos.

¿Desde cuándo te sientes así?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
359,no tengo ganas de nada en mi casa y necesito ayuda,tristeza,apoyo_tristeza,TRISTE,MEDIA,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.","Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.",¿Quieres contarme qué fue lo más difícil de tu día?,"La tristeza puede hacer que todo parezca más difícil, pero no tienes que enfrentarla solo.

Recomendación: Escribe qué pasó y cómo te hizo sentir, sin juzgarte por lo que escribas.

¿Quieres contarme qué fue lo más difícil de tu día?",validacion_emocional,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
360,no tengo ganas de nada en mi casa puedes ayudarme,tristeza,apoyo_tristeza,TRISTE,MEDIA,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.","Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?",¿Qué necesitarías escuchar ahora mismo?,"Lo que sientes merece ser escuchado, incluso si todavía no sabes cómo explicarlo.

Recomendación: Busca a alguien de confianza y dile: hoy no me siento bien, ¿puedes escucharme un momento?

¿Qué necesitarías escuchar ahora mismo?",activacion_conductual,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
361,estoy enojado,enojo,apoyo_enojo,ENOJADO,MEDIA,Entiendo que estés molesto. El enojo suele aparecer cuando algo se siente injusto o doloroso.,"Aléjate unos minutos de la situación si puedes, respira y evita responder en caliente.",¿Qué fue lo que te hizo enojar?,"Entiendo que estés molesto. El enojo suele aparecer cuando algo se siente injusto o doloroso.

Recomendación: Aléjate unos minutos de la situación si puedes, respira y evita responder en caliente.

¿Qué fue lo que te hizo enojar?",pausa,emocional,RECOMENDADO,MEDIA,Registrar análisis emocional
